tender_country,tender_year,tender_mainCpv,tender_estimatedPrice_EUR,lot_bidsCount,tender_procedureType,tender_supplyType,buyer_buyerType,buyer_country,tender_indicator_score_INTEGRITY,tender_indicator_score_ADMINISTRATIVE,tender_indicator_score_TRANSPARENCY
BG,2015,22200000,1022599.0,4.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,82.2034,37.0,75.2246
BG,2021,31211110,7273361.0,4.0,OPEN,SUPPLIES,UTILITIES,BG,100.0,30.5556,76.1111
BG,2015,24455000,288156.0,5.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,82.963,4.8889,78.4112
BG,2016,33140000,3787109.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,86.1111,6.1111,70.1754
BG,2017,38000000,429766.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,80.2525,26.3158,76.6341
BG,2021,33140000,12782.0,9.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,100.0,32.1429,58.3333
BG,2016,09100000,39702424.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
BG,2015,22200000,1022599.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,82.2034,37.0,75.2246
BG,2016,09100000,39702424.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
BG,2021,30125100,9389806.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,94.8592,42.1569,83.1342
BG,2021,30125100,9389806.0,3.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,94.8592,42.1569,83.1342
CZ,2016,39110000,725863.0,15.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,CZ,100.0,60.6061,78.2353
ES,2021,15100000,2692098.6,26.0,OPEN,SUPPLIES,OTHER,ES,100.0,49.0741,43.75
ES,2017,09310000,371279198.0,4.0,OPEN,SUPPLIES,PUBLIC_BODY,ES,100.0,43.5898,56.25
ES,2016,33140000,424033.06,15.0,OPEN,SUPPLIES,OTHER,ES,100.0,47.8788,61.1111
GR,2016,34110000,225865.95,1.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,GR,58.3333,35.0,77.5
HR,2015,33692100,636534.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,HR,81.1111,19.5,77.4074
HR,2016,30125110,71909.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,HRVATSKA,90.0,13.3333,88.8889
IT,2021,33112000,144695300.0,68.0,OPEN,SUPPLIES,PUBLIC_BODY,IT,85.7143,53.9906,43.75
IT,2019,33696000,3355000.0,425.0,OPEN,SUPPLIES,PUBLIC_BODY,IT,85.7143,48.8889,50.0
IT,2019,33696000,3355000.0,425.0,OPEN,SUPPLIES,PUBLIC_BODY,IT,85.7143,48.8889,50.0
PL,2016,33600000,488192.0,1.0,OPEN,SUPPLIES,OTHER,PL,92.5989,17.4468,81.0285
PL,2016,33696500,298921.0,2.0,OPEN,SUPPLIES,OTHER,PL,87.6723,16.4609,85.7276
PL,2015,33112000,169781.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,55.5556,38.5714,83.3333
PL,2016,33141700,291586.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,62.482,11.5385,77.027
PL,2015,33183100,6346946.0,1.0,OPEN,SUPPLIES,OTHER,PL,81.4334,17.7966,81.7177
PL,2015,33100000,413650.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,85.2796,14.0909,78.7557
PL,2015,33690000,479769.0,1.0,OPEN,SUPPLIES,OTHER,PL,92.0008,16.6667,80.5439
PL,2016,33100000,360197.63,2.0,OPEN,SUPPLIES,OTHER,PL,79.0702,15.4286,81.25
RO,2022,33140000,6078203.0,7.0,OPEN,SUPPLIES,OTHER,ROMANIA,93.826,39.6774,42.807
RO,2021,33696500,13170906.0,16.0,OPEN,SUPPLIES,OTHER,RO,100.0,32.9114,50.0
RO,2020,33642200,7107198.0,6.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,96.4852,37.6471,42.5532
RO,2019,15800000,11690986.0,24.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,94.739,38.9091,42.5166
RO,2019,33696300,71033.0,1.0,OPEN,SUPPLIES,OTHER,ROMANIA,79.311,56.0,42.1429
RO,2022,33696800,13387966.0,4.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,99.5414,37.3333,42.4603
RO,2020,18512200,730871.0,3.0,OPEN,SUPPLIES,OTHER,RO,100.0,32.8283,50.0
RO,2021,33696500,2585855.0,20.0,OPEN,SUPPLIES,PUBLIC_BODY,RO,80.0,31.2576,50.0
RO,2018,33600000,11349443.0,47.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,92.2443,39.905,42.7667
RO,2020,33696500,11519.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,79.7606,37.7778,41.6667
RO,2018,33183100,7453341.0,2.0,OPEN,SUPPLIES,OTHER,ROMANIA,97.895,58.2609,42.6587
RO,2022,38622000,21027.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,81.3197,47.2222,39.2857
RO,2022,33100000,2229267.0,5.0,OPEN,SUPPLIES,OTHER,RO,80.0,46.875,43.75
RO,2019,33140000,1234669.0,6.0,OPEN,SUPPLIES,OTHER,RO,85.7143,32.0,50.0
RO,2021,15800000,1144547.0,19.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,RO,80.0,25.3846,50.0
RO,2018,33600000,11349443.0,5.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,92.2443,39.905,42.7667
RO,2022,33140000,3170550.0,16.0,OPEN,SUPPLIES,OTHER,RO,85.7143,48.1482,50.0
RO,2021,33632100,45005.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,92.5316,38.5714,42.7391
RO,2021,33651400,5385078.0,5.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,92.6119,37.5,42.4107
RO,2022,15110000,235567.0,9.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,RO,100.0,31.4815,50.0
RO,2020,22458000,8001780.0,9.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,99.0167,38.5185,42.5824
RO,2021,33690000,988068.0,9.0,OPEN,SUPPLIES,PUBLIC_BODY,RO,99.0016,32.7684,50.0
RO,2017,33600000,1023786.0,19.0,OPEN,SUPPLIES,PUBLIC_BODY,RO,80.0,20.7843,56.25
RO,2018,18424300,32490.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,99.6644,36.3636,42.1429
RO,2021,33600000,9495757.0,5.0,OPEN,SUPPLIES,REGIONAL_AGENCY,ROMANIA,90.8625,39.6522,42.823
RO,2022,15000000,1093144.0,7.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,85.7143,30.8642,50.0
RO,2021,33100000,1571952.0,75.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,85.7143,33.2763,35.7143
RO,2023,33650000,9550986.0,31.0,OPEN,SUPPLIES,OTHER,RO,80.0,30.581,50.0
RO,2021,33600000,9495757.0,6.0,OPEN,SUPPLIES,REGIONAL_AGENCY,ROMANIA,90.8625,39.6522,42.823
RO,2018,39831240,9153127.0,9.0,OPEN,SUPPLIES,OTHER,ROMANIA,99.3468,56.6667,42.691
RO,2019,33622600,1080768.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,87.4211,38.1818,42.5532
RO,2021,33696200,35109.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,75.1727,36.9231,42.2619
RO,2022,33140000,264464.0,17.0,OPEN,SUPPLIES,OTHER,RO,85.6338,29.798,50.0
SI,2015,15800000,180000.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,69.3069,37.7778,77.0919
SI,2015,15000000,9705.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,58.4649,35.4717,75.0127
SI,2015,15800000,159049.77,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,77.2287,35.8621,77.7993
SI,2015,15800000,20000.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,67.4837,46.875,65.9452
SI,2015,30190000,209008.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,SI,69.5858,37.1429,69.54
SI,2015,15100000,84654.0,1.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,SI,67.8899,34.6154,73.7107
SI,2015,15800000,180000.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,69.3069,37.7778,77.0919
SI,2015,15800000,20000.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,67.4837,46.875,65.9452
SI,2015,15800000,159049.77,4.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,77.2287,35.8621,77.7993
SI,2015,30190000,209008.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,SI,69.5858,37.1429,69.54
SI,2015,15800000,20000.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,67.4837,46.875,65.9452
SI,2015,30190000,209008.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,SI,69.5858,37.1429,69.54
SI,2015,15800000,75000.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,58.3333,38.0,77.8649
SI,2015,15000000,276000.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,71.6209,35.3846,75.9589
SI,2016,15000000,1410000.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,76.0,38.2609,78.5256
SI,2015,30190000,209008.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,SI,69.5858,37.1429,69.54
SI,2015,30190000,209008.0,3.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,SI,69.5858,37.1429,69.54
SI,2016,15000000,7700.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,67.5703,39.0909,76.5181
SI,2015,33141800,171000.0,1.0,OPEN,SUPPLIES,OTHER,SI,66.6667,36.9811,76.5676
SI,2015,33140000,1500.0,1.0,OPEN,SUPPLIES,OTHER,SI,58.3333,36.8,77.037
SI,2015,33140000,1500.0,1.0,OPEN,SUPPLIES,OTHER,SI,58.3333,36.8,77.037
SI,2015,15000000,6400.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,75.343,38.75,75.6641
SI,2015,30190000,209008.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,SI,69.5858,37.1429,69.54
SI,2015,15800000,34703.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,78.5714,37.1429,76.7677
SI,2015,15800000,797142.44,3.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,69.4445,36.0,79.7931
SI,2015,15000000,276000.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,71.6209,35.3846,75.9589
BG,2016,45000000,7669496.0,1.0,OPEN,WORKS,PUBLIC_BODY,BG,67.3913,26.1905,74.5714
BG,2016,45233120,61355967.0,1.0,OPEN,WORKS,REGIONAL_AUTHORITY,BG,69.5402,21.9697,74.8295
BG,2021,45000000,13993.0,8.0,OPEN,WORKS,REGIONAL_AUTHORITY,BG,90.0,34.6154,62.5
CZ,2015,45233100,1327386.0,5.0,OPEN,WORKS,REGIONAL_AUTHORITY,CZ,100.0,40.0,70.0
CZ,2015,45252100,188228.0,7.0,OPEN,WORKS,REGIONAL_AUTHORITY,CZ,91.6667,45.8333,66.6667
RO,2022,45453000,588614910.0,8.0,OPEN,WORKS,REGIONAL_AUTHORITY,RO,100.0,44.4444,43.75
CZ,2017,71315400,152538.0,0.0,RESTRICTED,SERVICES,REGIONAL_AUTHORITY,CZ,78.9189,12.1212,75.1906
LT,2021,73210000,3500000.0,855.0,RESTRICTED,SERVICES,PUBLIC_BODY,LT,100.0,49.3333,50.0
IT,2022,33651600,20000000000.0,963.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,94.4444,50.5208,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
IT,2022,33651600,20000000000.0,963.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,94.4444,50.5208,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2017,33651660,10000000000.0,2555.0,RESTRICTED,SUPPLIES,REGIONAL_AGENCY,IT,70.0,52.8302,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,OTHER,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2022,33651600,20000000000.0,963.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,94.4444,50.5208,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,REGIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
IT,2018,72267100,1500000000.0,132.0,RESTRICTED,SUPPLIES,NATIONAL_AUTHORITY,IT,78.5496,79.1667,50.0
LT,2022,42512300,1500000.0,13.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,LT,79.9194,26.4706,50.0
SI,2015,33000000,45900.0,1.0,RESTRICTED,SUPPLIES,PUBLIC_BODY,SI,77.808,38.5185,77.3105
CZ,2018,45233100,65773653.0,6.0,RESTRICTED,WORKS,PUBLIC_BODY,CZ,90.0,46.9697,77.5045
CZ,2018,45233100,65773653.0,6.0,RESTRICTED,WORKS,PUBLIC_BODY,CZ,90.0,46.9697,77.5045
PL,2016,33600000,2568644.0,6.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,87.153,17.8302,81.7159
SI,2015,33141000,781250.0,7.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,71.7074,57.2093,75.8751
SI,2015,15000000,276000.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,SI,71.6209,35.3846,75.9589
RO,2021,34913000,526269.0,6.0,OPEN,SUPPLIES,REGIONAL_AGENCY,RO,99.9312,32.2581,50.0
