tender_country,tender_year,tender_mainCpv,tender_estimatedPrice_EUR,lot_bidsCount,tender_procedureType,tender_supplyType,buyer_buyerType,buyer_country,tender_indicator_score_INTEGRITY,tender_indicator_score_ADMINISTRATIVE,tender_indicator_score_TRANSPARENCY
BG,2022,45000000,50429.0,1.0,NEGOTIATED_WITH_PUBLICATION,WORKS,PUBLIC_BODY,BG,60.0,57.1429,50.0
BG,2020,90911200,8691638.0,4.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,100.0,47.2222,77.1895
BG,2017,90911200,6135597.0,4.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,83.0601,48.6111,76.1464
BG,2020,79711000,511181.0,1.0,OPEN,SERVICES,UTILITIES,BG,83.1746,26.0417,76.4636
BG,2019,63500000,826270.0,3.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,100.0,28.5714,77.1242
BG,2017,71520000,811253.0,1.0,OPEN,SERVICES,PUBLIC_BODY,BG,83.3333,30.5556,75.0
BG,2021,50730000,664406.0,1.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,95.5556,44.0476,76.3889
BG,2015,63500000,15338992.0,5.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,83.1395,44.0476,77.5194
BG,2016,22458000,2556499.0,1.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,58.3333,17.6471,80.0
BG,2016,71220000,7669496.0,4.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,77.5262,32.0,77.6107
BG,2017,71520000,811253.0,1.0,OPEN,SERVICES,PUBLIC_BODY,BG,83.3333,30.5556,75.0
BG,2016,71220000,7669496.0,2.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,77.5262,32.0,77.6107
BG,2015,63500000,15338992.0,3.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,83.1395,44.0476,77.5194
BG,2016,79800000,255650.0,1.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,80.303,28.2353,79.5553
BG,2015,71200000,468692.0,5.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,75.8359,35.7143,77.5034
BG,2015,66500000,1533899.0,3.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,88.3333,28.8889,84.5361
BG,2015,79940000,582882.0,4.0,OPEN,SERVICES,UTILITIES,BG,62.5,15.7143,66.6667
BG,2018,71322000,2044630.0,1.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,66.6667,31.8182,74.3038
BG,2015,71200000,2130416.0,15.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,100.0,35.3846,77.1605
BG,2015,71351914,7669496.0,1.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,82.4561,28.5714,75.75
BG,2015,63500000,15338992.0,5.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,83.1395,44.0476,77.5194
BG,2016,71220000,7669496.0,1.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,77.5262,32.0,77.6107
BG,2015,71351914,7669496.0,1.0,OPEN,SERVICES,NATIONAL_AUTHORITY,BG,82.4561,28.5714,75.75
BG,2016,71521000,1738419.0,1.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,64.9688,31.1111,76.2055
BG,2015,90620000,260763.0,1.0,OPEN,SERVICES,REGIONAL_AUTHORITY,BG,69.4445,17.7778,66.6667
CZ,2019,77200000,11667138.0,1.0,OPEN,SERVICES,NATIONAL_AUTHORITY,CZ,85.0199,46.9697,67.0194
CZ,2015,90910000,166322.0,2.0,OPEN,SERVICES,NATIONAL_AUTHORITY,CZ,100.0,22.3684,55.5556
CZ,2015,77200000,1131217.0,6.0,OPEN,SERVICES,OTHER,CZ,100.0,17.3333,75.0
CZ,2018,77211200,1098797.0,2.0,OPEN,SERVICES,NATIONAL_AGENCY,CZ,75.0,15.7895,76.5432
CZ,2019,77200000,11667138.0,1.0,OPEN,SERVICES,NATIONAL_AUTHORITY,CZ,85.0199,46.9697,67.0194
CZ,2015,79100000,10360777.0,2.0,OPEN,SERVICES,NATIONAL_AGENCY,CZ,100.0,52.5,75.2703
ES,2015,72250000,907875.0,7.0,OPEN,SERVICES,REGIONAL_AUTHORITY,ES,99.902,17.3333,83.3333
ES,2019,79212000,11913423.41,246.0,OPEN,SERVICES,REGIONAL_AUTHORITY,ES,100.0,32.7778,43.75
ES,2016,90712400,559854.54,5.0,OPEN,SERVICES,REGIONAL_AGENCY,ES,99.6097,14.4444,78.8462
ES,2015,50230000,10500000.0,11.0,OPEN,SERVICES,UTILITIES,ES,75.0,35.0,66.6667
HR,2015,90733000,137793.0,1.0,OPEN,SERVICES,PUBLIC_BODY,HRVATSKA,70.0,13.3333,88.8889
IT,2016,50230000,4300000.0,1.0,OPEN,SERVICES,OTHER,IT,73.4542,13.6364,83.3333
IT,2021,72210000,10749520.0,15.0,OPEN,SERVICES,PUBLIC_BODY,IT,92.8571,27.381,35.7143
IT,2016,66510000,2010000.0,3.0,OPEN,SERVICES,UTILITIES,IT,72.2222,36.9231,77.7778
IT,2019,79410000,50000000.0,7.0,OPEN,SERVICES,EUROPEAN_AGENCY,LV,100.0,64.8148,43.75
PL,2015,77211400,3415259.0,1.0,OPEN,SERVICES,UTILITIES,PL,83.3333,9.0909,76.5306
RO,2021,60400000,750763.0,10.0,OPEN,SERVICES,NATIONAL_AUTHORITY,RO,85.7143,30.303,43.75
RO,2023,90910000,370623.0,3.0,OPEN,SERVICES,NATIONAL_AGENCY,RO,100.0,30.5556,50.0
RO,2019,50421000,7533.0,10.0,OPEN,SERVICES,PUBLIC_BODY,ROMANIA,86.8304,39.5918,42.236
RO,2021,50112000,1221631.0,2.0,OPEN,SERVICES,NATIONAL_AUTHORITY,RO,80.0,25.3087,50.0
RO,2021,60400000,750763.0,10.0,OPEN,SERVICES,NATIONAL_AUTHORITY,RO,85.7143,30.303,43.75
RO,2020,66514110,8512588.0,2.0,OPEN,SERVICES,NATIONAL_AUTHORITY,ROMANIA,94.8518,76.0,42.8011
RO,2019,79710000,99505.0,1.0,OPEN,SERVICES,OTHER,ROMANIA,79.971,57.7778,42.5
RO,2018,60400000,6542729.0,4.0,OPEN,SERVICES,NATIONAL_AUTHORITY,ROMANIA,88.3722,37.7778,42.7019
RO,2021,50421000,1896378.0,42.0,OPEN,SERVICES,REGIONAL_AUTHORITY,ROMANIA,94.0918,39.6262,41.0714
SI,2015,60130000,6600.0,1.0,OPEN,SERVICES,PUBLIC_BODY,SI,73.6111,37.5,77.142
BG,2019,30197644,1278345.0,3.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,100.0,47.2222,77.037
BG,2016,33140000,32519281.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,74.5727,0.9804,69.9872
BG,2020,30125100,6650688.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,81.4118,41.6667,82.9545
BG,2016,09100000,39702424.0,4.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
BG,2015,22200000,1022599.0,4.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,82.2034,37.0,75.2246
BG,2021,31211110,7273361.0,4.0,OPEN,SUPPLIES,UTILITIES,BG,100.0,30.5556,76.1111
BG,2015,24455000,288156.0,5.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,82.963,4.8889,78.4112
BG,2016,33140000,3787109.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,86.1111,6.1111,70.1754
BG,2017,38000000,429766.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,80.2525,26.3158,76.6341
BG,2021,33140000,12782.0,9.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,100.0,32.1429,58.3333
BG,2016,09100000,39702424.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
BG,2015,22200000,1022599.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,82.2034,37.0,75.2246
BG,2016,09100000,39702424.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
BG,2021,30125100,9389806.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,94.8592,42.1569,83.1342
BG,2021,30125100,9389806.0,3.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,94.8592,42.1569,83.1342
BG,2017,39122100,4346048.0,4.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,83.3333,43.3333,77.4929
BG,2019,30197644,1278345.0,3.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,100.0,47.2222,77.037
BG,2016,09100000,39702424.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
BG,2016,31000000,685897.0,2.0,OPEN,SUPPLIES,UTILITIES,BG,80.0,33.3333,74.9158
BG,2020,30125100,6650688.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,81.4118,41.6667,82.9545
BG,2016,09100000,39702424.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
BG,2017,30190000,3527400.0,4.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,100.0,40.4762,76.7411
BG,2015,55523000,501252.0,23.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,82.4074,10.5263,77.7778
BG,2019,34000000,1150710.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,95.3947,21.0784,74.026
BG,2021,44110000,13306.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,90.0,37.5,62.5
BG,2015,33182210,243752.0,4.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,76.1266,5.5172,75.6643
BG,2020,30125100,6650688.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,81.4118,41.6667,82.9545
BG,2021,30125100,9389806.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,94.8592,42.1569,83.1342
BG,2016,09100000,39702424.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
BG,2021,33140000,64681.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,70.0,37.5,62.5
BG,2015,24455000,288156.0,5.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,82.963,4.8889,78.4112
BG,2020,30125100,6650688.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,81.4118,41.6667,82.9545
BG,2016,09100000,39702424.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,82.2092,43.3333,77.6423
BG,2021,33694000,446691.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,BG,80.0,20.4546,54.8077
BG,2022,15000000,66546.0,3.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,BG,90.0,34.6154,62.5
BG,2021,30125100,9389806.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,BG,94.8592,42.1569,83.1342
CZ,2016,39110000,725863.0,15.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,CZ,100.0,60.6061,78.2353
CZ,2015,24457000,177534.0,3.0,OPEN,SUPPLIES,OTHER,CZ,100.0,55.3846,73.3333
CZ,2016,33696000,907442.0,4.0,OPEN,SUPPLIES,NATIONAL_AGENCY,CZ,100.0,29.5238,68.8889
ES,2021,15100000,2692098.6,26.0,OPEN,SUPPLIES,OTHER,ES,100.0,49.0741,43.75
ES,2017,09310000,371279198.0,4.0,OPEN,SUPPLIES,PUBLIC_BODY,ES,100.0,43.5898,56.25
ES,2016,33140000,424033.06,15.0,OPEN,SUPPLIES,OTHER,ES,100.0,47.8788,61.1111
ES,2019,33140000,3842531.32,253.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,ES,100.0,48.8889,50.0
ES,2015,34114200,472956.48,4.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,ES,99.167,14.6667,83.3333
ES,2017,33141200,1512313.1,39.0,OPEN,SUPPLIES,OTHER,ES,99.9994,40.8537,61.1111
ES,2018,33690000,89657683.33,303.0,OPEN,SUPPLIES,PUBLIC_BODY,ES,100.0,44.4444,56.25
GR,2016,34110000,225865.95,1.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,GR,58.3333,35.0,77.5
HR,2015,33692100,636534.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,HR,81.1111,19.5,77.4074
HR,2016,30125110,71909.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,HRVATSKA,90.0,13.3333,88.8889
HR,2015,34330000,52380.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,HRVATSKA,90.0,13.3333,88.8889
HR,2016,15500000,39796.0,2.0,OPEN,SUPPLIES,OTHER,HRVATSKA,90.0,11.4286,88.8889
HR,2016,33690000,26549671.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,HR,91.9266,10.8126,76.3514
HR,2016,30200000,39763.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,HRVATSKA,90.0,13.3333,88.8889
IT,2021,33112000,144695300.0,68.0,OPEN,SUPPLIES,PUBLIC_BODY,IT,85.7143,53.9906,43.75
IT,2019,33696000,3355000.0,425.0,OPEN,SUPPLIES,PUBLIC_BODY,IT,85.7143,48.8889,50.0
IT,2019,33696000,3355000.0,425.0,OPEN,SUPPLIES,PUBLIC_BODY,IT,85.7143,48.8889,50.0
IT,2015,33662100,15510569.97,4.0,OPEN,SUPPLIES,PUBLIC_BODY,IT,89.3137,14.6199,76.8263
IT,2019,33696000,3355000.0,425.0,OPEN,SUPPLIES,PUBLIC_BODY,IT,85.7143,48.8889,50.0
IT,2022,33140000,163682712.97,74.0,OPEN,SUPPLIES,OTHER,IT,92.8571,66.3121,35.7143
IT,2022,33111000,152845000.0,25.0,OPEN,SUPPLIES,PUBLIC_BODY,IT,85.7143,62.8205,43.75
LV,2015,48000000,20000000.0,15.0,OPEN,SUPPLIES,NATIONAL_AGENCY,LV,100.0,58.5714,77.5776
PL,2016,33600000,488192.0,1.0,OPEN,SUPPLIES,OTHER,PL,92.5989,17.4468,81.0285
PL,2016,33696500,298921.0,2.0,OPEN,SUPPLIES,OTHER,PL,87.6723,16.4609,85.7276
PL,2015,33112000,169781.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,55.5556,38.5714,83.3333
PL,2016,33141700,291586.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,62.482,11.5385,77.027
PL,2015,33183100,6346946.0,1.0,OPEN,SUPPLIES,OTHER,PL,81.4334,17.7966,81.7177
PL,2015,33100000,413650.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,85.2796,14.0909,78.7557
PL,2015,33690000,479769.0,1.0,OPEN,SUPPLIES,OTHER,PL,92.0008,16.6667,80.5439
PL,2016,33100000,360197.63,2.0,OPEN,SUPPLIES,OTHER,PL,79.0702,15.4286,81.25
PL,2015,33730000,412044.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,58.9598,18.5714,81.8182
PL,2016,33600000,6841571.0,34.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,100.0,0.3636,65.3398
PL,2015,33650000,581294.0,1.0,OPEN,SUPPLIES,OTHER,PL,92.735,17.8495,80.2083
PL,2016,33140000,306049.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,87.3004,15.5102,79.5514
PL,2015,33600000,4409083.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,96.4694,17.4924,79.8462
PL,2016,33600000,478810.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,77.9043,19.6774,81.746
PL,2017,33600000,331918.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,94.3124,19.1667,82.9721
PL,2015,33190000,391811.0,4.0,OPEN,SUPPLIES,OTHER,PL,78.125,38.2353,82.1429
PL,2015,33651520,600392.0,6.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,72.5499,10.0,82.6648
PL,2016,33182220,263847.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,82.3505,17.6,81.3043
PL,2016,44212380,1124578.0,1.0,OPEN,SUPPLIES,UTILITIES,PL,88.0281,23.913,80.7584
PL,2015,33140000,318238.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,PL,88.7364,14.697,79.7493
RO,2022,33140000,6078203.0,7.0,OPEN,SUPPLIES,OTHER,ROMANIA,93.826,39.6774,42.807
RO,2021,33696500,13170906.0,16.0,OPEN,SUPPLIES,OTHER,RO,100.0,32.9114,50.0
RO,2020,33642200,7107198.0,6.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,96.4852,37.6471,42.5532
RO,2019,15800000,11690986.0,24.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,94.739,38.9091,42.5166
RO,2019,33696300,71033.0,1.0,OPEN,SUPPLIES,OTHER,ROMANIA,79.311,56.0,42.1429
RO,2022,33696800,13387966.0,4.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,99.5414,37.3333,42.4603
RO,2020,18512200,730871.0,3.0,OPEN,SUPPLIES,OTHER,RO,100.0,32.8283,50.0
RO,2021,33696500,2585855.0,20.0,OPEN,SUPPLIES,PUBLIC_BODY,RO,80.0,31.2576,50.0
RO,2018,33600000,11349443.0,47.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,92.2443,39.905,42.7667
RO,2020,33696500,11519.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,79.7606,37.7778,41.6667
RO,2018,33183100,7453341.0,2.0,OPEN,SUPPLIES,OTHER,ROMANIA,97.895,58.2609,42.6587
RO,2022,38622000,21027.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,81.3197,47.2222,39.2857
RO,2022,33100000,2229267.0,5.0,OPEN,SUPPLIES,OTHER,RO,80.0,46.875,43.75
RO,2019,33140000,1234669.0,6.0,OPEN,SUPPLIES,OTHER,RO,85.7143,32.0,50.0
RO,2021,15800000,1144547.0,19.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,RO,80.0,25.3846,50.0
RO,2018,33600000,11349443.0,5.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,92.2443,39.905,42.7667
RO,2022,33140000,3170550.0,16.0,OPEN,SUPPLIES,OTHER,RO,85.7143,48.1482,50.0
RO,2021,33632100,45005.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,92.5316,38.5714,42.7391
RO,2021,33651400,5385078.0,5.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,92.6119,37.5,42.4107
RO,2022,15110000,235567.0,9.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,RO,100.0,31.4815,50.0
RO,2020,22458000,8001780.0,9.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,99.0167,38.5185,42.5824
RO,2021,33690000,988068.0,9.0,OPEN,SUPPLIES,PUBLIC_BODY,RO,99.0016,32.7684,50.0
RO,2017,33600000,1023786.0,19.0,OPEN,SUPPLIES,PUBLIC_BODY,RO,80.0,20.7843,56.25
RO,2018,18424300,32490.0,3.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,99.6644,36.3636,42.1429
RO,2021,33600000,9495757.0,5.0,OPEN,SUPPLIES,REGIONAL_AGENCY,ROMANIA,90.8625,39.6522,42.823
RO,2022,15000000,1093144.0,7.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,85.7143,30.8642,50.0
RO,2021,33100000,1571952.0,75.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,85.7143,33.2763,35.7143
RO,2023,33650000,9550986.0,31.0,OPEN,SUPPLIES,OTHER,RO,80.0,30.581,50.0
RO,2021,33600000,9495757.0,6.0,OPEN,SUPPLIES,REGIONAL_AGENCY,ROMANIA,90.8625,39.6522,42.823
RO,2018,39831240,9153127.0,9.0,OPEN,SUPPLIES,OTHER,ROMANIA,99.3468,56.6667,42.691
RO,2019,33622600,1080768.0,2.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,87.4211,38.1818,42.5532
RO,2021,33696200,35109.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,75.1727,36.9231,42.2619
RO,2022,33140000,264464.0,17.0,OPEN,SUPPLIES,OTHER,RO,85.6338,29.798,50.0
RO,2019,15100000,5727486.0,6.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,94.4893,36.9231,42.3645
RO,2022,33661300,2426223.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,84.736,39.2857,42.6871
RO,2022,33182210,686345.0,4.0,OPEN,SUPPLIES,OTHER,RO,100.0,26.3441,50.0
RO,2020,33600000,25548381.0,21.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,85.6079,48.5564,50.0
RO,2020,33690000,11462741.0,2.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,96.7821,36.7611,42.6786
RO,2021,33600000,9495757.0,4.0,OPEN,SUPPLIES,REGIONAL_AGENCY,ROMANIA,90.8625,39.6522,42.823
RO,2021,33690000,1310666.0,19.0,OPEN,SUPPLIES,PUBLIC_BODY,RO,80.0,47.1612,50.0
RO,2021,33600000,5678521.0,3.0,OPEN,SUPPLIES,OTHER,ROMANIA,92.871,39.1667,42.4107
RO,2021,33696000,12855472.0,5.0,OPEN,SUPPLIES,OTHER,ROMANIA,93.9481,39.5,42.7505
RO,2019,09134200,944100.0,1.0,OPEN,SUPPLIES,REGIONAL_AUTHORITY,RO,100.0,47.2222,50.0
RO,2018,33673000,16928.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,85.605,38.2609,42.5532
RO,2021,44334000,872022.0,2.0,OPEN,SUPPLIES,UTILITIES,RO,100.0,31.1111,50.0
RO,2020,33140000,252654.0,15.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,85.6998,32.6389,50.0
RO,2019,33651100,7632954.0,1.0,OPEN,SUPPLIES,PUBLIC_BODY,ROMANIA,94.7402,38.3333,42.6065
RO,2019,33140000,2188520.0,1.0,OPEN,SUPPLIES,OTHER,ROMANIA,88.356,38.1818,42.2857
RO,2022,33600000,1194854.0,14.0,OPEN,SUPPLIES,REGIONAL_AGENCY,RO,80.0,33.1738,50.0
RO,2020,33631600,32452.0,4.0,OPEN,SUPPLIES,OTHER,ROMANIA,94.7649,37.7778,42.236
RO,2022,33690000,9736003.0,1.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,ROMANIA,87.6208,35.7522,42.6948
RO,2018,33140000,99500.0,4.0,OPEN,SUPPLIES,EUROPEAN_AGENCY,ROMANIA,96.7985,39.1304,42.619
RO,2021,35811300,7527454.0,6.0,OPEN,SUPPLIES,NATIONAL_AUTHORITY,RO,85.7143,25.2874,35.7143
RO,2022,33600000,3974304.0,16.0,OPEN,SUPPLIES,OTHER,RO,85.7143,26.8519,50.0
